#Coverage (X)	Coverage
1.0	5.782865246290143
2.0	2.5840773769742214
3.0	0.3387895391213789
4.0	0.2008948676514848
5.0	0.050299804106344936
6.0	0.029192805359528506
7.0	0.009311427350539248
8.0	0.0062926165399090905
9.0	0.0018096413579087312
10.0	3.208000589296489E-4
11.0	2.8421709430404007E-14
12.0	2.8421709430404007E-14
13.0	2.8421709430404007E-14
14.0	2.8421709430404007E-14
15.0	2.8421709430404007E-14
16.0	2.8421709430404007E-14
17.0	2.8421709430404007E-14
18.0	2.8421709430404007E-14
19.0	2.8421709430404007E-14
20.0	2.8421709430404007E-14
21.0	2.8421709430404007E-14
22.0	2.8421709430404007E-14
23.0	2.8421709430404007E-14
24.0	2.8421709430404007E-14
25.0	2.8421709430404007E-14
26.0	2.8421709430404007E-14
27.0	2.8421709430404007E-14
28.0	2.8421709430404007E-14
29.0	2.8421709430404007E-14
30.0	2.8421709430404007E-14
31.0	2.8421709430404007E-14
32.0	2.8421709430404007E-14
33.0	2.8421709430404007E-14
34.0	2.8421709430404007E-14
35.0	2.8421709430404007E-14
36.0	2.8421709430404007E-14
37.0	2.8421709430404007E-14
38.0	2.8421709430404007E-14
39.0	2.8421709430404007E-14
40.0	2.8421709430404007E-14
41.0	2.8421709430404007E-14
42.0	2.8421709430404007E-14
43.0	2.8421709430404007E-14
44.0	2.8421709430404007E-14
45.0	2.8421709430404007E-14
46.0	2.8421709430404007E-14
47.0	2.8421709430404007E-14
48.0	2.8421709430404007E-14
49.0	2.8421709430404007E-14
50.0	2.8421709430404007E-14
51.0	2.8421709430404007E-14
